review_id,provider_id,clinic_id,reviewer_first_name,reviewer_initial,reviewer_age_range,reviewer_city,rating,review_title,review_text,treatment_tag,review_date,source_platform,source_url,response_from_provider,response_date
rev-50001454,prov-tx-00079,clinic-tx-00014,Miles,A,50-54,Highland Park,5,Conservative approach I trust,The whole team was warm and the office was spotless. The result is subtle and natural.,PRP,2025-02-23,zocdoc,https://vitals.example/r/1454,,
rev-50001455,prov-tx-00079,clinic-tx-00014,Marcus,B,45-49,Highland Park,5,Natural and exactly right,Took the time to map my face before any injection. Exactly the balanced look I wanted.,Cheek Filler,2024-07-18,clinic_site,https://healthgrades.example/r/1455,,
rev-50001456,prov-tx-00079,clinic-tx-00014,Anya,G,35-39,Knox-Henderson,5,Will be back,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,Tear Trough,2024-09-17,yelp,https://clinic_site.example/r/1456,,
rev-50001457,prov-tx-00079,clinic-tx-00014,Nina,M,25-29,Uptown,5,Subtle and balanced,Honest about what would and would not help. Already booked my follow-up.,Jawline Filler,2026-04-23,yelp,https://vitals.example/r/1457,,
rev-50001458,prov-tx-00079,clinic-tx-00014,Jonah,E,30-34,Highland Park,5,"Looks like me, just rested",Honest about what would and would not help. Healed fast with barely any bruising.,Tear Trough,2024-09-01,vitals,https://google.example/r/1458,"Thank you, we are glad you love your results.",2025-11-17
rev-50001459,prov-tx-00079,clinic-tx-00014,Ruben,M,40-44,Deep Ellum,5,Great masseter result,Explained every step and never upsold me. No one has guessed I had anything done.,PRP,2025-06-30,yelp,https://vitals.example/r/1459,,
rev-50001460,prov-tx-00079,clinic-tx-00014,David,N,40-44,Uptown,4,Great masseter result,Took the time to map my face before any injection. Healed fast with barely any bruising.,Masseter Botox,2024-12-27,zocdoc,https://vitals.example/r/1460,,
rev-50001461,prov-tx-00079,clinic-tx-00014,Felix,E,40-44,Knox-Henderson,5,Clean and professional,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Cheek Filler,2025-04-27,clinic_site,https://zocdoc.example/r/1461,"We appreciate the kind words, it was a pleasure caring for you.",2025-11-11
rev-50001462,prov-tx-00079,clinic-tx-00014,Marcus,N,50-54,Knox-Henderson,5,Will be back,The whole team was warm and the office was spotless. No one has guessed I had anything done.,PRP,2024-12-18,yelp,https://yelp.example/r/1462,,
rev-50001463,prov-tx-00080,clinic-tx-00015,Daniel,N,55-59,Tarrytown,5,"Looks like me, just rested",The whole team was warm and the office was spotless. Already booked my follow-up.,Botox,2025-02-12,healthgrades,https://healthgrades.example/r/1463,,
rev-50001464,prov-tx-00080,clinic-tx-00015,Felix,E,35-39,South Congress,5,Felt heard and informed,Took the time to map my face before any injection. The result is subtle and natural.,PRP,2025-12-26,healthgrades,https://healthgrades.example/r/1464,"Thank you, we are glad you love your results.",2026-04-14
rev-50001465,prov-tx-00080,clinic-tx-00015,Claire,A,40-44,Westlake,5,Best in the city,Walked me through the plan and the pricing up front. The result is subtle and natural.,Daxxify,2025-10-30,clinic_site,https://zocdoc.example/r/1465,"Thank you, we are glad you love your results.",2025-10-05
rev-50001466,prov-tx-00080,clinic-tx-00015,Felix,C,45-49,Westlake,5,Conservative approach I trust,Explained every step and never upsold me. No one has guessed I had anything done.,Jawline Filler,2026-06-03,healthgrades,https://zocdoc.example/r/1466,"Thank you so much, see you at your next visit.",2025-06-08
rev-50001467,prov-tx-00080,clinic-tx-00015,Selena,T,25-29,Tarrytown,5,No more downtime worries,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,Sculptra,2025-08-16,clinic_site,https://zocdoc.example/r/1467,"We appreciate the kind words, it was a pleasure caring for you.",2025-08-26
rev-50001468,prov-tx-00080,clinic-tx-00015,Miles,J,35-39,South Congress,1,Subtle and balanced,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Jawline Filler,2025-11-08,vitals,https://vitals.example/r/1468,,
rev-50001469,prov-tx-00080,clinic-tx-00015,Jonah,N,25-29,Westlake,5,Worth every penny,Took the time to map my face before any injection. I finally look as rested as I feel.,Daxxify,2024-10-24,clinic_site,https://zocdoc.example/r/1469,,
rev-50001470,prov-tx-00080,clinic-tx-00015,Camila,T,25-29,South Congress,5,Best in the city,Walked me through the plan and the pricing up front. I finally look as rested as I feel.,PRP,2026-02-24,yelp,https://zocdoc.example/r/1470,"We appreciate the kind words, it was a pleasure caring for you.",2024-11-13
rev-50001471,prov-tx-00080,clinic-tx-00015,Aaron,K,55-59,Westlake,3,Best in the city,Took the time to map my face before any injection. No one has guessed I had anything done.,Sculptra,2024-12-06,healthgrades,https://vitals.example/r/1471,,
rev-50001472,prov-tx-00080,clinic-tx-00015,Camila,M,40-44,South Congress,4,Subtle and balanced,Explained every step and never upsold me. Healed fast with barely any bruising.,PRP,2024-09-09,google,https://clinic_site.example/r/1472,,
rev-50001473,prov-tx-00080,clinic-tx-00015,Jonah,P,25-29,Tarrytown,4,Felt heard and informed,Walked me through the plan and the pricing up front. Exactly the balanced look I wanted.,Botox,2025-10-22,healthgrades,https://yelp.example/r/1473,,
rev-50001474,prov-tx-00080,clinic-tx-00015,Ruben,G,30-34,Westlake,5,So happy with my results,Booked a consult first and felt zero pressure. The result is subtle and natural.,Jawline Filler,2026-02-23,yelp,https://healthgrades.example/r/1474,,
rev-50001475,prov-tx-00081,clinic-tx-00015,Priya,S,30-34,Downtown,5,Subtle and balanced,Explained every step and never upsold me. Already booked my follow-up.,Kybella,2025-12-19,healthgrades,https://zocdoc.example/r/1475,"We appreciate the kind words, it was a pleasure caring for you.",2026-04-22
rev-50001476,prov-tx-00081,clinic-tx-00015,Bianca,M,55-59,Tarrytown,4,Felt heard and informed,Explained every step and never upsold me. Already booked my follow-up.,Microneedling,2026-02-04,healthgrades,https://google.example/r/1476,,
rev-50001477,prov-tx-00081,clinic-tx-00015,Sarah,S,25-29,South Congress,5,Clean and professional,Explained every step and never upsold me. Exactly the balanced look I wanted.,Kybella,2026-01-29,healthgrades,https://zocdoc.example/r/1477,"Thank you so much, see you at your next visit.",2025-07-02
rev-50001478,prov-tx-00081,clinic-tx-00015,Sarah,C,35-39,Downtown,3,No more downtime worries,The whole team was warm and the office was spotless. I finally look as rested as I feel.,Jawline Filler,2024-12-30,vitals,https://clinic_site.example/r/1478,,
rev-50001479,prov-tx-00081,clinic-tx-00015,Tessa,N,25-29,Downtown,5,Best in the city,Took the time to map my face before any injection. Already booked my follow-up.,Xeomin,2024-07-11,yelp,https://healthgrades.example/r/1479,,
rev-50001480,prov-tx-00081,clinic-tx-00015,Caleb,B,35-39,Westlake,5,"Looks like me, just rested",Walked me through the plan and the pricing up front. I finally look as rested as I feel.,Kybella,2025-06-11,clinic_site,https://google.example/r/1480,,
rev-50001481,prov-tx-00081,clinic-tx-00015,Tessa,M,40-44,Westlake,5,Great masseter result,Explained every step and never upsold me. Healed fast with barely any bruising.,Kybella,2026-05-28,google,https://healthgrades.example/r/1481,,
rev-50001482,prov-tx-00081,clinic-tx-00015,Jonah,E,40-44,Westlake,5,Best in the city,Explained every step and never upsold me. Exactly the balanced look I wanted.,Masseter Botox,2025-01-06,healthgrades,https://google.example/r/1482,,
rev-50001483,prov-tx-00081,clinic-tx-00015,Grace,G,50-54,Tarrytown,5,Subtle and balanced,Explained every step and never upsold me. The result is subtle and natural.,Masseter Botox,2026-04-19,google,https://clinic_site.example/r/1483,"Thank you so much, see you at your next visit.",2024-11-02
rev-50001484,prov-tx-00081,clinic-tx-00015,Claire,B,30-34,South Congress,5,Worth every penny,Honest about what would and would not help. Healed fast with barely any bruising.,Kybella,2025-10-26,healthgrades,https://zocdoc.example/r/1484,,
rev-50001485,prov-tx-00081,clinic-tx-00015,Isabel,H,45-49,Tarrytown,4,Best in the city,Honest about what would and would not help. No one has guessed I had anything done.,Kybella,2026-05-15,healthgrades,https://google.example/r/1485,"We appreciate the kind words, it was a pleasure caring for you.",2024-09-24
rev-50001486,prov-tx-00081,clinic-tx-00015,Felix,C,50-54,Westlake,5,Subtle and balanced,The whole team was warm and the office was spotless. I finally look as rested as I feel.,Xeomin,2024-12-10,google,https://yelp.example/r/1486,"We appreciate the kind words, it was a pleasure caring for you.",2026-05-06
rev-50001487,prov-tx-00081,clinic-tx-00015,Diego,T,45-49,Downtown,5,Clean and professional,Honest about what would and would not help. Already booked my follow-up.,Jawline Filler,2024-11-15,yelp,https://google.example/r/1487,,
rev-50001488,prov-tx-00081,clinic-tx-00015,Maya,F,30-34,South Congress,5,Best in the city,The whole team was warm and the office was spotless. The result is subtle and natural.,Masseter Botox,2025-08-01,vitals,https://healthgrades.example/r/1488,"Thank you so much, see you at your next visit.",2025-09-22
rev-50001489,prov-tx-00081,clinic-tx-00015,Ethan,E,40-44,South Congress,5,"Looks like me, just rested",Took the time to map my face before any injection. I finally look as rested as I feel.,Jawline Filler,2025-08-04,clinic_site,https://vitals.example/r/1489,"Thank you, we are glad you love your results.",2025-10-23
rev-50001490,prov-tx-00081,clinic-tx-00015,Ruben,R,55-59,Tarrytown,5,No more downtime worries,Walked me through the plan and the pricing up front. No one has guessed I had anything done.,Jawline Filler,2025-01-30,zocdoc,https://google.example/r/1490,,
rev-50001491,prov-tx-00081,clinic-tx-00015,Priya,K,55-59,Tarrytown,5,Will be back,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,Xeomin,2025-08-26,clinic_site,https://yelp.example/r/1491,,
rev-50001492,prov-tx-00081,clinic-tx-00015,Grace,C,25-29,Westlake,4,"Looks like me, just rested",Honest about what would and would not help. Already booked my follow-up.,Masseter Botox,2025-08-02,yelp,https://clinic_site.example/r/1492,"Thank you so much, see you at your next visit.",2024-09-05
rev-50001493,prov-tx-00081,clinic-tx-00015,Renee,K,35-39,South Congress,4,Will be back,Booked a consult first and felt zero pressure. The result is subtle and natural.,Masseter Botox,2024-11-21,clinic_site,https://google.example/r/1493,,
rev-50001494,prov-tx-00081,clinic-tx-00015,Nina,T,50-54,Downtown,5,Felt heard and informed,Honest about what would and would not help. Already booked my follow-up.,Microneedling,2024-11-01,google,https://healthgrades.example/r/1494,"Thank you, we are glad you love your results.",2024-08-05
rev-50001495,prov-tx-00081,clinic-tx-00015,Miles,H,50-54,South Congress,5,Clean and professional,The whole team was warm and the office was spotless. The result is subtle and natural.,Xeomin,2025-12-03,healthgrades,https://google.example/r/1495,,
rev-50001496,prov-tx-00081,clinic-tx-00015,Grace,L,30-34,South Congress,2,Conservative approach I trust,The whole team was warm and the office was spotless. Exactly the balanced look I wanted.,Microneedling,2025-07-27,clinic_site,https://vitals.example/r/1496,,
rev-50001497,prov-tx-00081,clinic-tx-00015,Paul,J,45-49,Tarrytown,5,"Looks like me, just rested",Took the time to map my face before any injection. No one has guessed I had anything done.,Xeomin,2025-08-15,google,https://google.example/r/1497,,
rev-50001498,prov-tx-00081,clinic-tx-00015,Miles,B,45-49,Westlake,5,No more downtime worries,Walked me through the plan and the pricing up front. Already booked my follow-up.,Jawline Filler,2024-07-09,vitals,https://google.example/r/1498,,
rev-50001499,prov-tx-00081,clinic-tx-00015,Ethan,K,25-29,South Congress,5,Natural and exactly right,Honest about what would and would not help. Already booked my follow-up.,Jawline Filler,2024-09-15,healthgrades,https://yelp.example/r/1499,,
rev-50001500,prov-tx-00082,clinic-tx-00015,Noah,G,55-59,Downtown,5,Worth every penny,Booked a consult first and felt zero pressure. I finally look as rested as I feel.,PRP,2025-05-17,healthgrades,https://yelp.example/r/1500,,
rev-50001501,prov-tx-00082,clinic-tx-00015,Bianca,B,30-34,Tarrytown,5,Natural and exactly right,The whole team was warm and the office was spotless. Already booked my follow-up.,Lip Filler,2025-03-01,clinic_site,https://zocdoc.example/r/1501,"Thank you so much, see you at your next visit.",2024-09-08
rev-50001502,prov-tx-00082,clinic-tx-00015,Renee,J,40-44,Downtown,5,Great masseter result,Explained every step and never upsold me. No one has guessed I had anything done.,Lip Filler,2025-01-03,healthgrades,https://google.example/r/1502,,
rev-50001503,prov-tx-00082,clinic-tx-00015,Adrian,J,45-49,Tarrytown,5,Natural and exactly right,Took the time to map my face before any injection. I finally look as rested as I feel.,Dysport,2024-12-01,yelp,https://yelp.example/r/1503,,
rev-50001504,prov-tx-00082,clinic-tx-00015,Leo,P,40-44,South Congress,5,Natural and exactly right,The whole team was warm and the office was spotless. Healed fast with barely any bruising.,PRP,2024-10-28,google,https://clinic_site.example/r/1504,,
rev-50001505,prov-tx-00082,clinic-tx-00015,Diego,H,55-59,Tarrytown,3,Conservative approach I trust,Took the time to map my face before any injection. Exactly the balanced look I wanted.,PRP,2025-09-17,vitals,https://zocdoc.example/r/1505,,
rev-50001506,prov-tx-00082,clinic-tx-00015,Paul,R,45-49,South Congress,2,No more downtime worries,The whole team was warm and the office was spotless. Already booked my follow-up.,Jeuveau,2026-04-07,clinic_site,https://zocdoc.example/r/1506,"Thank you so much, see you at your next visit.",2024-10-27
rev-50001507,prov-tx-00083,clinic-tx-00015,Ethan,C,25-29,Downtown,5,Clean and professional,Walked me through the plan and the pricing up front. Healed fast with barely any bruising.,Sculptra,2025-02-24,yelp,https://zocdoc.example/r/1507,,
rev-50001508,prov-tx-00083,clinic-tx-00015,Anya,F,40-44,Westlake,5,Natural and exactly right,Took the time to map my face before any injection. Healed fast with barely any bruising.,Daxxify,2025-04-23,healthgrades,https://healthgrades.example/r/1508,,
rev-50001509,prov-tx-00083,clinic-tx-00015,Sofia,F,50-54,Westlake,5,Worth every penny,Explained every step and never upsold me. Healed fast with barely any bruising.,Sculptra,2025-05-05,healthgrades,https://yelp.example/r/1509,,
rev-50001510,prov-tx-00083,clinic-tx-00015,Camila,R,25-29,South Congress,5,Subtle and balanced,Took the time to map my face before any injection. The result is subtle and natural.,Sculptra,2026-01-28,zocdoc,https://zocdoc.example/r/1510,,
rev-50001511,prov-tx-00083,clinic-tx-00015,Marcus,J,55-59,Tarrytown,5,Worth every penny,Booked a consult first and felt zero pressure. No one has guessed I had anything done.,Microneedling,2025-09-04,zocdoc,https://clinic_site.example/r/1511,,
